market_idx,category,title_start,title_end,slug,market_question,market_action,market_outcome,market_open,event_time,event_kind,event_label,reason_or_source,price_before,price_5m,price_30m,url
49,series,2025-09-30,2025-10-06,will-microstrategy-announce-a-bitcoin-purchase-september-30-october-6,Will Microstrategy announce a Bitcoin purchase September 30-October 6?,BUY YES,NO,0.59,2025-10-05T18:02:47Z,hint_yes_weak,弱买入暗示: Buy Bitcoin MrBeast.,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.003,0.003,0.002,https://x.com/saylor/status/1974898072825245874
50,series,2025-10-07,2025-10-13,will-microstrategy-announce-a-bitcoin-purchase-october-7-13,Will Microstrategy announce a Bitcoin purchase October 7-13?,SKIP,YES,0.66,2025-10-07T12:25:56Z,hint_yes_weak,弱买入暗示: Ride the Orange Rocket pic.twitter.com/pgfeMu2Otf,x-weekly-browser-audit + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.7,0.7,0.72,https://x.com/saylor/status/1975538079567106087
50,series,2025-10-07,2025-10-13,will-microstrategy-announce-a-bitcoin-purchase-october-7-13,Will Microstrategy announce a Bitcoin purchase October 7-13?,SKIP,YES,0.66,2025-10-13T12:02:59Z,confirm_yes,"官方确认买入: Strategy has acquired 220 BTC for ~$27.2 million at ~$123,561 per bitcoin and has achieved BTC Yield of 25.9% YTD 202",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.99,0.99,0.999,https://x.com/saylor/status/1977706632567001430
51,series,2025-10-14,2025-10-20,will-microstrategy-announce-a-bitcoin-purchase-october-14-20,Will Microstrategy announce a Bitcoin purchase October 14-20?,SKIP,YES,0.51,2025-10-19T12:08:22Z,hint_yes_strong,强买入暗示: The most important orange dot is always the next. pic.twitter.com/N5GQOdqr6y,chrome-x-search + x-oembed · 语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,0.96,0.9758,0.98,https://x.com/saylor/status/1979882314751689050
51,series,2025-10-14,2025-10-20,will-microstrategy-announce-a-bitcoin-purchase-october-14-20,Will Microstrategy announce a Bitcoin purchase October 14-20?,SKIP,YES,0.51,2025-10-20T12:03:13Z,confirm_yes,"官方确认买入: Strategy has acquired 168 BTC for ~$18.8 million at ~$112,051 per bitcoin and has achieved BTC Yield of 26.0% YTD 202",x-weekly-browser-audit + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/1980243404937474444
52,series,2025-10-21,2025-10-27,will-microstrategy-announce-a-bitcoin-purchase-october-21-27,Will Microstrategy announce a Bitcoin purchase October 21-27?,SKIP,YES,0.56,2025-10-24T13:13:57Z,hint_yes_weak,弱买入暗示: Don’t wait until your banker tells you to buy Bitcoin. https://t.co/7brBqMKAOI,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.87,0.87,0.87,https://x.com/saylor/status/1981710754832355569
52,series,2025-10-21,2025-10-27,will-microstrategy-announce-a-bitcoin-purchase-october-21-27,Will Microstrategy announce a Bitcoin purchase October 21-27?,SKIP,YES,0.56,2025-10-26T11:22:21Z,hint_yes_strong,强买入暗示: It's Orange Dot Day. pic.twitter.com/5FSGmxwoNS,chrome-x-search + x-oembed · 语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,0.84,0.91,0.96,https://x.com/saylor/status/1982407446485422228
52,series,2025-10-21,2025-10-27,will-microstrategy-announce-a-bitcoin-purchase-october-21-27,Will Microstrategy announce a Bitcoin purchase October 21-27?,SKIP,YES,0.56,2025-10-27T12:02:44Z,confirm_yes,"官方确认买入: Strategy has acquired 390 BTC for ~$43.4 million at ~$111,053 per bitcoin and has achieved BTC Yield of 26.0% YTD 202",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.9843,0.9843,0.9843,https://x.com/saylor/status/1982779998609293775
53,series,2025-10-28,2025-11-03,will-microstrategy-announce-a-bitcoin-purchase-october-28-november-3,Will Microstrategy announce a Bitcoin purchase October 28-November 3?,BUY YES,YES,0.755,2025-11-02T12:39:57Z,hint_yes_weak,弱买入暗示: Orange is the color of November. pic.twitter.com/M3JoIuDpRk,chrome-x-search + x-oembed · 人工复核降级：Orange is the color of November 属于 orange 叙事/梗，相关但不构成强买入暗示,0.9945,0.994,0.9882,https://x.com/saylor/status/1984963690609688899
53,series,2025-10-28,2025-11-03,will-microstrategy-announce-a-bitcoin-purchase-october-28-november-3,Will Microstrategy announce a Bitcoin purchase October 28-November 3?,BUY YES,YES,0.755,2025-11-03T13:02:57Z,confirm_yes,"官方确认买入: Strategy has acquired 397 BTC for ~$45.6 million at ~$114,771 per bitcoin and has achieved BTC Yield of 26.1% YTD 202",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/1985331865687875598
54,series,2025-11-04,2025-11-10,will-microstrategy-announce-a-bitcoin-purchase-november-4-10,Will Microstrategy announce a Bitcoin purchase November 4-10?,BUY YES,YES,0.545,2025-11-08T14:28:16Z,hint_yes_weak,弱买入暗示: ₿uy Now,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.9311,0.9311,0.9355,https://x.com/saylor/status/1987165276027105557
54,series,2025-11-04,2025-11-10,will-microstrategy-announce-a-bitcoin-purchase-november-4-10,Will Microstrategy announce a Bitcoin purchase November 4-10?,BUY YES,YES,0.545,2025-11-10T13:02:00Z,confirm_yes,"官方确认买入: Strategy has acquired 487 BTC for ~$49.9 million at ~$102,557 per bitcoin and has achieved BTC Yield of 26.1% YTD 202",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/1987868344494489809
55,series,2025-11-11,2025-11-17,will-microstrategy-announce-a-bitcoin-purchase-november-11-17,Will Microstrategy announce a Bitcoin purchase November 11-17?,BUY YES,YES,0.79,2025-11-14T12:22:47Z,hint_no_weak,弱不买暗示: HODL pic.twitter.com/sQysm4i88t,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.9506,0.9644,0.946,https://x.com/saylor/status/1989308024817598534
55,series,2025-11-11,2025-11-17,will-microstrategy-announce-a-bitcoin-purchase-november-11-17,Will Microstrategy announce a Bitcoin purchase November 11-17?,BUY YES,YES,0.79,2025-11-14T14:19:38Z,hint_yes_weak,弱买入暗示: We are ₿uying. pic.twitter.com/6g11E9G6pO,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.957,0.957,0.985,https://x.com/saylor/status/1989337430441271341
55,series,2025-11-11,2025-11-17,will-microstrategy-announce-a-bitcoin-purchase-november-11-17,Will Microstrategy announce a Bitcoin purchase November 11-17?,BUY YES,YES,0.79,2025-11-14T21:11:59Z,hint_yes_strong,强买入暗示: We bought bitcoin every day this week.,chrome-x-search + x-oembed · 语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,0.985,0.999,0.993,https://x.com/saylor/status/1989441203767771389
55,series,2025-11-11,2025-11-17,will-microstrategy-announce-a-bitcoin-purchase-november-11-17,Will Microstrategy announce a Bitcoin purchase November 11-17?,BUY YES,YES,0.79,2025-11-17T13:26:09Z,confirm_yes,"官方确认买入: Strategy has acquired 8,178 BTC for ~$835.6 million at ~$102,171 per bitcoin and has achieved BTC Yield of 27.8% YTD ",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.9989,0.999,0.999,https://x.com/saylor/status/1990411134009061658
56,series,2025-11-18,2025-11-24,will-microstrategy-announce-a-bitcoin-purchase-november-18-24,Will Microstrategy announce a Bitcoin purchase November 18-24?,BUY YES,NO,0.62,2025-11-22T13:21:59Z,hint_no_strong,强不买暗示: Did you HODL this week?,chrome-x-search + x-oembed · 语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,0.6,0.6,0.6,https://x.com/saylor/status/1992222026849829155
57,series,2025-11-25,2025-12-01,will-microstrategy-announce-a-bitcoin-purchase-november-25-december-1,Will Microstrategy announce a Bitcoin purchase November 25-December 1?,BUY YES,YES,0.71,2025-11-30T13:14:27Z,hint_yes_strong,强买入暗示: What if we start adding green dots? pic.twitter.com/a19bD33KzD,chrome-x-search + x-oembed · Green dots 系列：What if we start adding green dots，语义是开始新增买入点,0.74,0.97,0.979,https://x.com/saylor/status/1995119235194855696
57,series,2025-11-25,2025-12-01,will-microstrategy-announce-a-bitcoin-purchase-november-25-december-1,Will Microstrategy announce a Bitcoin purchase November 25-December 1?,BUY YES,YES,0.71,2025-12-01T13:04:20Z,confirm_yes,"官方确认买入: Strategy has acquired 130 BTC for ~$11.7 million at ~$89,960 per bitcoin. As of 11/30/2025, we hodl 650,000 $BTC acqu",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/1995479074139988225
58,series,2025-12-02,2025-12-08,will-microstrategy-announce-a-bitcoin-purchase-december-2-8,Will Microstrategy announce a Bitcoin purchase December 2-8?,BUY YES,YES,0.5,2025-12-02T14:27:34Z,hint_yes_strong,强买入暗示: ₿ack to work pic.twitter.com/qd6E8R29Np,chrome-x-search + x-oembed · 语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,0.74,0.74,0.74,https://x.com/saylor/status/1995862408787886293
58,series,2025-12-02,2025-12-08,will-microstrategy-announce-a-bitcoin-purchase-december-2-8,Will Microstrategy announce a Bitcoin purchase December 2-8?,BUY YES,YES,0.5,2025-12-07T13:58:52Z,hint_yes_strong,强买入暗示: ₿ack to Orange Dots? pic.twitter.com/npB0NWSZ52,chrome-x-search + x-oembed · 语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,0.93,0.9897,0.99,https://x.com/saylor/status/1997667127524798588
58,series,2025-12-02,2025-12-08,will-microstrategy-announce-a-bitcoin-purchase-december-2-8,Will Microstrategy announce a Bitcoin purchase December 2-8?,BUY YES,YES,0.5,2025-12-08T13:03:50Z,confirm_yes,"官方确认买入: Strategy has acquired 10,624 BTC for ~$962.7 million at ~$90,615 per bitcoin and has achieved BTC Yield of 24.7% YTD ",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/1998015666344054815
59,series,2025-12-09,2025-12-15,will-microstrategy-announce-a-bitcoin-purchase-december-9-15,Will Microstrategy announce a Bitcoin purchase December 9-15?,BUY YES,YES,0.67,2025-12-14T13:34:33Z,hint_yes_strong,强买入暗示: ₿ack to More Orange Dots. pic.twitter.com/rBi1aagDVO,chrome-x-search + x-oembed · 语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,0.9665,0.996,0.99,https://x.com/saylor/status/2000197722716962874
59,series,2025-12-09,2025-12-15,will-microstrategy-announce-a-bitcoin-purchase-december-9-15,Will Microstrategy announce a Bitcoin purchase December 9-15?,BUY YES,YES,0.67,2025-12-15T13:03:47Z,confirm_yes,"官方确认买入: Strategy has acquired 10,645 BTC for ~$980.3 million at ~$92,098 per bitcoin and has achieved BTC Yield of 24.9% YTD ",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/2000552369172701538
60,series,2025-12-16,2025-12-22,will-microstrategy-announce-a-bitcoin-purchase-december-16-22,Will Microstrategy announce a Bitcoin purchase December 16-22?,BUY YES,NO,0.615,2025-12-18T12:42:32Z,hint_yes_strong,强买入暗示: ₿ack to Work pic.twitter.com/qNoohqcb2O,chrome-x-search + x-oembed · 语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,0.636,0.605,0.797,https://x.com/saylor/status/2001634184402817026
60,series,2025-12-16,2025-12-22,will-microstrategy-announce-a-bitcoin-purchase-december-16-22,Will Microstrategy announce a Bitcoin purchase December 16-22?,BUY YES,NO,0.615,2025-12-21T14:40:09Z,hint_yes_strong,强买入暗示: Green Dots ₿eget Orange Dots. pic.twitter.com/aLdvPe4YuG,chrome-x-search + x-oembed · Dots 系列：Green Dots beget Orange Dots，语义是点位延续/新增,0.104,0.5,0.148,https://x.com/saylor/status/2002750945357435383
61,series,2025-12-23,2025-12-29,will-microstrategy-announce-a-bitcoin-purchase-december-23-29,Will Microstrategy announce a Bitcoin purchase December 23-29?,BUY YES,YES,0.785,2025-12-28T13:39:23Z,hint_yes_weak,弱买入暗示: Back to Orange. pic.twitter.com/J3lnpOObER,chrome-x-search + x-oembed · 人工复核降级：Back to Orange 与买入主题相关，但没有 dots/work/当期交易指向,0.7064,0.93,0.952,https://x.com/saylor/status/2005272369791955273
61,series,2025-12-23,2025-12-29,will-microstrategy-announce-a-bitcoin-purchase-december-23-29,Will Microstrategy announce a Bitcoin purchase December 23-29?,BUY YES,YES,0.785,2025-12-29T13:02:10Z,confirm_yes,"官方确认买入: Strategy has acquired 1,229 BTC for ~$108.8 million at ~$88,568 per bitcoin and has achieved BTC Yield of 23.2% YTD 2",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/2005625390283497952
62,series,2025-12-30,2026-01-05,will-microstrategy-announce-a-bitcoin-purchase-december-30-january-5,Will Microstrategy announce a Bitcoin purchase December 30-January 5?,BUY YES,YES,0.275,2025-12-31T14:17:15Z,hint_yes_weak,弱买入暗示: Did you end the year with more Bitcoin than you started with?,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.67,0.67,0.67,https://x.com/saylor/status/2006369060003746080
62,series,2025-12-30,2026-01-05,will-microstrategy-announce-a-bitcoin-purchase-december-30-january-5,Will Microstrategy announce a Bitcoin purchase December 30-January 5?,BUY YES,YES,0.275,2026-01-05T13:03:02Z,confirm_yes,"官方确认买入: Strategy has acquired 1,287 BTC to increase its BTC Reserve to ₿673,783 and has increased its USD Reserve by $62 mill",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/2008162324100640955
63,series,2026-01-06,2026-01-12,will-microstrategy-announce-a-bitcoin-purchase-january-6-12,Will Microstrategy announce a Bitcoin purchase January 6-12?,BUY YES,YES,0.565,2026-01-12T13:02:43Z,confirm_yes,"官方确认买入: Strategy has acquired 13,627 BTC for ~$1.25 billion at ~$91,519 per bitcoin. As of 1/11/2026, we hodl 687,410 $BTC ac",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/2010698959426105389
64,series,2026-01-13,2026-01-19,will-microstrategy-announce-a-bitcoin-purchase-january-13-19,Will Microstrategy announce a Bitcoin purchase January 13-19?,SKIP,NO,0.62,2026-01-18T13:07:55Z,hint_yes_weak,弱买入暗示: ₿igger Orange. pic.twitter.com/HI47hMCnui,chrome-x-search + x-oembed · 人工复核升级：Bigger Orange 属于 orange 图像/梗的弱买入暗示，且分钟级价格快速上冲；但缺少 dots/Strategy 买入字样，后验为误导/假阳性,0.25,0.69,0.6,https://x.com/saylor/status/2012874594613416217
65,series,2026-01-20,2026-01-26,will-microstrategy-announce-a-bitcoin-purchase-january-20-26,Will Microstrategy announce a Bitcoin purchase January 20-26?,SKIP,YES,0.5,2026-01-20T13:02:46Z,confirm_yes,"官方确认买入: Strategy has acquired 22,305 BTC for ~$2.13 billion at ~$95,284 per bitcoin. As of 1/19/2026, we hodl 709,715 $BTC ac",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/2013598074652762294
66,series,2026-01-27,2026-02-02,will-microstrategy-announce-a-bitcoin-purchase-january-27-february-2,Will Microstrategy announce a Bitcoin purchase January 27-February 2?,SKIP,YES,0.535,2026-02-01T14:08:32Z,hint_yes_strong,强买入暗示: More Orange. pic.twitter.com/b5iYIMARJX,chrome-x-search + x-oembed · 语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,0.87,0.88,0.7171,https://x.com/saylor/status/2017963281856545191
66,series,2026-01-27,2026-02-02,will-microstrategy-announce-a-bitcoin-purchase-january-27-february-2,Will Microstrategy announce a Bitcoin purchase January 27-February 2?,SKIP,YES,0.535,2026-02-02T13:02:25Z,confirm_yes,"官方确认买入: Strategy has acquired 855 BTC for ~$75.3 million at ~$87,974 per bitcoin. As of 2/1/2026, we hodl 713,502 $BTC acquir",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/2018309030360363422
67,series,2026-02-03,2026-02-09,will-microstrategy-announce-a-bitcoin-purchase-february-3-9,Will Microstrategy announce a Bitcoin purchase February 3-9?,BUY YES,YES,0.73,2026-02-03T13:40:21Z,hint_yes_weak,弱买入暗示: The Rules of Bitcoin 1. Buy Bitcoin 2. Don't Sell the Bitcoin,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.82,0.82,0.82,https://x.com/saylor/status/2018680962784145871
67,series,2026-02-03,2026-02-09,will-microstrategy-announce-a-bitcoin-purchase-february-3-9,Will Microstrategy announce a Bitcoin purchase February 3-9?,BUY YES,YES,0.73,2026-02-05T15:01:53Z,hint_no_weak,弱不买暗示: HODL,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.89,0.89,0.89,https://x.com/saylor/status/2019426255268204617
67,series,2026-02-03,2026-02-09,will-microstrategy-announce-a-bitcoin-purchase-february-3-9,Will Microstrategy announce a Bitcoin purchase February 3-9?,BUY YES,YES,0.73,2026-02-08T13:16:23Z,hint_yes_strong,强买入暗示: Orange Dots Matter. pic.twitter.com/QYLQpgoWbQ,chrome-x-search + x-oembed · Orange dots 系列：Orange Dots Matter，语义偏新增买入点提示,0.9506,0.9887,0.9859,https://x.com/saylor/status/2020486871394992570
67,series,2026-02-03,2026-02-09,will-microstrategy-announce-a-bitcoin-purchase-february-3-9,Will Microstrategy announce a Bitcoin purchase February 3-9?,BUY YES,YES,0.73,2026-02-09T13:03:52Z,confirm_yes,"官方确认买入: Strategy has acquired 1,142 BTC for ~$90.0 million at ~$78,815 per bitcoin. As of 2/8/2026, we hodl 714,644 $BTC acqu",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/2020846107685695931
69,series,2026-02-17,2026-02-23,will-microstrategy-announce-a-bitcoin-purchase-february-17-23,Will Microstrategy announce a Bitcoin purchase February 17-23?,BUY YES,YES,0.83,2026-02-17T13:02:33Z,confirm_yes,"官方确认买入: Strategy has acquired 2,486 BTC for ~$168.4 million at ~$67,710 per bitcoin. As of 2/16/2026, we hodl 717,131 $BTC ac",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.9983,0.9983,0.999,https://x.com/saylor/status/2023744880577548457
70,series,2026-02-24,2026-03-02,will-microstrategy-announce-a-bitcoin-purchase-february-24-march-2,Will Microstrategy announce a Bitcoin purchase February 24-March 2?,BUY YES,YES,0.69,2026-02-26T15:05:31Z,hint_yes_weak,弱买入暗示: Need a bigger orange bag. pic.twitter.com/DoVuklGMFr,chrome-x-search + x-oembed · 人工复核降级：Need a bigger orange bag 与 orange/stacking 相关，但不是明确新增 dots 或 Strategy 买入,0.945,0.945,0.945,https://x.com/saylor/status/2027037317337412040
70,series,2026-02-24,2026-03-02,will-microstrategy-announce-a-bitcoin-purchase-february-24-march-2,Will Microstrategy announce a Bitcoin purchase February 24-March 2?,BUY YES,YES,0.69,2026-03-02T13:02:42Z,confirm_yes,"官方确认买入: Strategy has acquired 3,015 BTC for ~$204.1 million at ~$67,700 per bitcoin. As of 3/1/2026, we hodl 720,737 $BTC acq",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.9984,0.9984,0.999,https://x.com/saylor/status/2028455962181574791
71,series,2026-03-03,2026-03-09,will-microstrategy-announce-a-bitcoin-purchase-march-3-9,Will Microstrategy announce a Bitcoin purchase March 3-9?,BUY YES,YES,0.71,2026-03-03T16:36:43Z,hint_yes_weak,弱买入暗示: I'm buying bitcoin right now. Are you?,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.962,0.962,0.964,https://x.com/saylor/status/2028872206025998707
71,series,2026-03-03,2026-03-09,will-microstrategy-announce-a-bitcoin-purchase-march-3-9,Will Microstrategy announce a Bitcoin purchase March 3-9?,BUY YES,YES,0.71,2026-03-04T16:48:12Z,hint_yes_weak,弱买入暗示: We can buy more Bitcoin than they can sell.,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.987,0.987,0.987,https://x.com/saylor/status/2029237484727542226
71,series,2026-03-03,2026-03-09,will-microstrategy-announce-a-bitcoin-purchase-march-3-9,Will Microstrategy announce a Bitcoin purchase March 3-9?,BUY YES,YES,0.71,2026-03-09T12:01:17Z,confirm_yes,"官方确认买入: Strategy has acquired 17,994 BTC for ~$1.28 billion at ~$70,946 per bitcoin. As of 3/8/2026, we hodl 738,731 $BTC acq",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.9989,0.9989,0.9989,https://x.com/saylor/status/2030977218726244562
72,series,2026-03-10,2026-03-16,will-microstrategy-announce-a-bitcoin-purchase-march-10-16,Will Microstrategy announce a Bitcoin purchase March 10-16?,BUY YES,YES,0.655,2026-03-15T11:47:44Z,hint_yes_strong,强买入暗示: Stretch the Orange Dots. pic.twitter.com/WMVPUxlIcx,chrome-x-search + x-oembed · Orange dots 系列：Stretch the Orange Dots，语义偏新增/拉长买入点,0.9819,0.984,0.995,https://x.com/saylor/status/2033148137678704725
72,series,2026-03-10,2026-03-16,will-microstrategy-announce-a-bitcoin-purchase-march-10-16,Will Microstrategy announce a Bitcoin purchase March 10-16?,BUY YES,YES,0.655,2026-03-16T12:01:50Z,confirm_yes,"官方确认买入: Strategy has acquired 22,337 BTC for ~$1.57 billion at ~$70,194 per bitcoin. As of 3/15/2026, we hodl 761,068 $BTC ac",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/2033514074156179922
73,series,2026-03-17,2026-03-23,will-microstrategy-announce-a-bitcoin-purchase-march-17-23,Will Microstrategy announce a Bitcoin purchase March 17-23?,BUY YES,YES,0.7,2026-03-23T12:03:03Z,confirm_yes,"官方确认买入: Strategy has acquired 1,031 BTC for ~$76.6 million at ~$74,326 per bitcoin. As of 3/22/2026, we hodl 762,099 $BTC acq",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.9974,0.999,0.999,https://x.com/saylor/status/2036051094309068931
75,series,2026-03-31,2026-04-06,will-microstrategy-announce-a-bitcoin-purchase-march-31-april-6,Will Microstrategy announce a Bitcoin purchase March 31-April 6?,BUY YES,YES,0.5,2026-04-03T17:45:07Z,hint_yes_weak,弱买入暗示: It’s a Good Friday to buy Bitcoin.,chrome-x-search + x-oembed · 泛 buy/stack/HODL 语言，只能作为弱方向或市场情绪，不能单独视为 Strategy 当期买入确认,0.979,0.979,0.9796,https://x.com/saylor/status/2040123446311481643
75,series,2026-03-31,2026-04-06,will-microstrategy-announce-a-bitcoin-purchase-march-31-april-6,Will Microstrategy announce a Bitcoin purchase March 31-April 6?,BUY YES,YES,0.5,2026-04-05T12:38:19Z,hint_yes_strong,强买入暗示: ₿ack to Work. pic.twitter.com/mbZTWiNUct,chrome-x-search + x-oembed · 语义结构与历史 dots/orange/work/HODL 买入或不买暗示一致，需结合价格曲线看是否已被交易,0.95,0.994,0.993,https://x.com/saylor/status/2040771010186596441
75,series,2026-03-31,2026-04-06,will-microstrategy-announce-a-bitcoin-purchase-march-31-april-6,Will Microstrategy announce a Bitcoin purchase March 31-April 6?,BUY YES,YES,0.5,2026-04-06T12:05:37Z,confirm_yes,"官方确认买入: Strategy has acquired 4,871 BTC for ~$329.9 million at ~$67,718 per bitcoin. As of 4/5/2026, we hold 766,970 $BTC acq",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/2041125172225192100
76,series,2026-04-07,2026-04-13,will-microstrategy-announce-a-bitcoin-purchase-april-7-13,Will Microstrategy announce a Bitcoin purchase April 7-13?,BUY YES,YES,0.765,2026-04-09T12:43:20Z,hint_yes_weak,弱买入暗示: Still stacking. $BTC,chrome-x-search + x-oembed · 人工复核降级：Still stacking 与买入主题相关，但没有 Strategy 当期交易、dots 或时间锚,0.9823,0.9823,0.9823,https://x.com/saylor/status/2042221824126144607
76,series,2026-04-07,2026-04-13,will-microstrategy-announce-a-bitcoin-purchase-april-7-13,Will Microstrategy announce a Bitcoin purchase April 7-13?,BUY YES,YES,0.765,2026-04-13T12:02:34Z,confirm_yes,"官方确认买入: Strategy has acquired 13,927 BTC for ~$1.00 billion at ~$71,902 per bitcoin and has achieved BTC Yield of 5.6% YTD 20",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/2043661116300050583
77,series,2026-04-14,2026-04-20,will-microstrategy-announce-a-bitcoin-purchase-april-14-20,Will Microstrategy announce a Bitcoin purchase April 14-20?,BUY YES,YES,0.5,2026-04-19T20:57:06Z,hint_yes_weak,弱买入暗示: Incoming... pic.twitter.com/JqwzvJpca1,chrome-x-search + x-oembed · 人工复核降级：Incoming... 有市场注意力价值，但文本本身未说明 incoming 的对象，降为弱买入,0.992,0.992,0.992,https://x.com/saylor/status/2045969963869945893
77,series,2026-04-14,2026-04-20,will-microstrategy-announce-a-bitcoin-purchase-april-14-20,Will Microstrategy announce a Bitcoin purchase April 14-20?,BUY YES,YES,0.5,2026-04-20T12:02:24Z,confirm_yes,"官方确认买入: Strategy has acquired 34,164 BTC for ~$2.54 billion at ~$74,395 per bitcoin and has achieved BTC Yield of 9.5% YTD 20",chrome-x-search + x-oembed · Saylor/Strategy 明确披露买入或未买入，是最终确认信号,0.999,0.999,0.999,https://x.com/saylor/status/2046197791228068167
78,series,2026-04-21,2026-04-27,will-microstrategy-announce-a-bitcoin-purchase-april-21-27,Will Microstrategy announce a Bitcoin purchase April 21-27?,SKIP,YES,0.9295,2026-04-24T12:23:33Z,hint_yes_weak,弱买入暗示: The Future is Orange pic.twitter.com/kU67FdwYj9,chrome-x-search + x-oembed · 人工复核降级：The Future is Orange 属于 orange 叙事/梗，相关但不构成强买入暗示,0.9805,0.9805,0.9805,https://x.com/saylor/status/2047652666080125235
